tri_facility_id,facility_name,street_address,city_name,county_name,state_county_fips_code,state_abbr,zip_code,region,fac_closed_ind,mail_name,mail_street_address,mail_city,mail_state_abbr,mail_province,mail_country,mail_zip_code,asgn_federal_ind,asgn_agency,frs_id,parent_co_db_num,parent_co_name,fac_latitude,fac_longitude,pref_latitude,pref_longitude,pref_accuracy,pref_collect_meth,pref_desc_category,pref_horizontal_datum,pref_source_scale,pref_qa_code,asgn_partial_ind,asgn_public_contact,asgn_public_phone,asgn_public_contact_email,bia_code,standardized_parent_company,asgn_public_phone_ext,epa_registry_id,asgn_technical_contact,asgn_technical_phone,asgn_technical_phone_ext,mail,asgn_technical_contact_email,foreign_parent_co_name,foreign_parent_co_db_num,standardized_foreign_parent_company
6044WMZNCM2581S,AMAZONCOM SERVICES LLC - ORD4,25810 S RIDGELAND AVE,MONEE,WILL,17197,IL,60449,5,0,AMAZONCOM SERVICES LLC - ORD4,25810 S RIDGELAND AVE,MONEE,IL,,,60449,C,,,128990418,AMAZON.COM SERVICES LLC,,,,,,,,,,,0,VIMAL VIJAYKUMAR,4584842521,VVVIJAYK@AMAZON.COM,,AMAZON COM SERVICES LLC,,110070594462,,,,,,,,
6044WNNPHS4WCRS,NANOPHASE TECHNOLOGIES CORP,400 W CROSSROADS PKWY,BOLINGBROOK,WILL,17197,IL,60440,5,0,NANOPHASE TECHNOLOGIES CORP,400 W CROSSROADS PKWY,BOLINGBROOK,IL,,,60440,C,,,,NA,,,,,,,,,,,0,NADIR ALI,6307716747,MALI@SOLESENCE.COM,,NA,,110071373324,,,,,,NA,,NA
6044WPNCNC39EAS,PANCON CONNECTORS,309 EAST CROSSROADS PARKWAY,BOLINGBROOK,WILL,17197,IL,60440,5,1,PANCON CONNECTORS,309 EAST CROSSROADS PARKWAY,BOLINGBROOK,IL,,,60440,C,,,078305219,PANCON CORP,,,,,,,,,,,0,CHARLES MCINALLY,9783142294,CMCINALLY@PANCONCORP.COM,,PANCON CORP,,110002352294,,,,,,,,
6044WPRRPC46GIB,PACTIV-BOLINGBROOK,460 GIBRALTAR DR,BOLINGBROOK,WILL,17197,IL,60440,5,0,PACTIV-BOLINGBROOK,460 GIBRALTAR DR,BOLINGBROOK,IL,,,60440,C,,,NA,REYNOLDS GROUP HOLDINGS INC,,,,,,,,,,,0,TORI BERNDT,8474823148,TBERNDT@PACTIV.COM,,REYNOLDS GROUP HOLDINGS INC,,110038104654,,,,,,,,
6044WPRSNX26E17,PRES-ON TAPE & GASKET,2600 E 107TH ST,BOLINGBROOK,WILL,17197,IL,60440,5,0,PRES-ON TAPE & GASKET,2600 E 107TH ST,BOLINGBROOK,IL,,,60440,C,,,,NA,0.0,0.0,,,,,,,,,0,MIKE WENDELL,8003237476,M.WENDELL@PRESON.COM,,NA,,110046148058,,,,,,NA,,NA
6044WSLSBR11ECR,HONEYWELL SAFETY PRODUCTS,"101 E. CROSSROADS PARKWAY, SUITE A",BOLINGBROOK,WILL,17197,IL,60440,5,1,,"101 E CROSSROADS PARKWAY, SUITE A",BOLINGBROOK,IL,,UNITED STATES,60440,C,,,139691877,HONEYWELL INTERNATIONAL INC,0.0,0.0,,,,,,,,,0,JERRAL WINKLER,6303433755,JERRAL.WINKLER@HONEYWELL.COM,,HONEYWELL INTERNATIONAL INC,,110039522095,,,,,,,,
6044WVCNPR117NI,VCNA PRAIRIE LLC - YARD 1134,117 N. INDEPENDENCE,ROMEOVILLE,WILL,17197,IL,60441,5,0,VCNA PRAIRIE LLC - YARD 1134,7601 W. 79TH STREET,BRIDGEVIEW,IL,,,60455,C,,,025697343,VCNA PRAIRIE LLC,,,,,,,,,,,0,"CHRIS RAPP, GENERAL MANAGER",7084580400,CHRIS.RAPP@VCIMENTOS.COM,,VCNA PRAIRIE LLC,,110007225742,,,,,,,,
6044WWLLBR1133M,WILLE BROTHERS GREEN GARDEN,11303 MANHATTAN MONEE RD,MONEE,WILL,17197,IL,60449,5,0,WILLE BROTHERS GREEN GARDEN,15800 LAMON AVE,OAK FOREST,IL,,,60452,C,,,NA,WILLE BROTHERS CO,,,,,,,,,,,0,STEVE LINDLEY,7085354101,STEVELINDLEY@WILLEBROTHERS.COM,,WILLE BROTHERS CO,,110060258144,,,,,,,,
6044WWLSCH3932W,WELSCH MIDLOTHIAN PLANT,3932 W 149TH ST,MIDLOTHIAN,COOK,17031,IL,60445,5,0,WELSCH MIDLOTHIAN PLANT,4243 W. 166TH STREET,OAK FOREST,IL,,,60452,C,,,,NA,,,,,,,,,,,0,CHRISTOPHER M. PUSATERI,8154642000,CPUSATERI@WELSCHRM.COM,,WELSCH READY MIX INC,,110045526105,,,,,,,,
6044WZNGRD2587S,OZINGA READY-MIX CONCRETE - MONEE,25870 S SUNSET DR,MONEE,WILL,17197,IL,60449,5,0,OZINGA READY-MIX CONCRETE - MONEE,19001 OLD LAGRANGE RD,MOKENA,IL,,,60448,C,,,NA,OZINGA BROS INC,,,,,,,,,,,0,KEVIN BECHELY,7083263760,KEVINBECHELY@OZINGA.COM,,OZINGA BROS INC,,110067554060,,,,,,NA,,NA
60450BMTCRPOBOX,BIMET CORP,HWY 6 E,MORRIS,GRUNDY,17063,IL,60450,5,0,BIMET CORP,PO BOX 518,MORRIS,IL,,,60450,C,,,NA,NA,412300.0,882500.0,41.3696,88.5458,500.0,I1,UN,1,J,1000,0,LESLIE HEFFORD,8159422600,,,,,110002434633,,,,,,,,
60450CLLNS4200P,COLLINS GENERATING STATION,4200 PINE BLUFF RD,MORRIS,GRUNDY,17063,IL,604509558,5,0,COLLINS GENERATING STATION,4200 PINE BLUFF RD,MORRIS,IL,,,60450-9558,C,,,195138458,EDISON INTERNATIONAL,412115.0,881500.0,,,,,,,,,0,DOUG MCFARLAND,3125836000,,,,,110000432997,,,,,,,,
60450FRBDH6352E,HB FULLER COMPANY,6352 E COLLINS RD,MORRIS,GRUNDY,17063,IL,60450,5,0,HB FULLER COMPANY,6352 E COLLINS RD,MORRIS,IL,,,60450,C,,,006159776,HB FULLER CO,412433.0,881749.0,,,,,,,,,0,JAMES KONUCH,2605430153,JAMES.KONUCH@HBFULLER.COM,,HB FULLER CO,,110012282412,,,,,,,,
60450KZCHMTABLE,NOURYON SURFACE CHEMISTRY LLC,8005 N TABLER RD,MORRIS,GRUNDY,17063,IL,60450,5,0,NOURYON SURFACE CHEMISTRY LLC,8005 N TABLER RD,MORRIS,IL,,,60450,C,,,118856176,NOURYON USA LLC,412418.0,882018.0,41.3706,88.4652,500.0,I1,UN,1,J,1000,0,BRANDON SIEVE,8159416347,BRANDON.SIEVE@NOURYON.COM,,NOURYON USA LLC,,110000547196,,,,,,NOURYON LTD,984879912,NOURYON LTD
60450LMXML5555E,SAPA EXTRUSIONS INC,8920 N TABLER RD,MORRIS,GRUNDY,17063,IL,60450,5,0,SAPA EXTRUSIONS INC,8920 N TABLER RD,MORRIS,IL,,,60450,C,,,939541129,SAPA EXTRUSIONS INC,412448.0,881845.0,41.413333,88.3125,11000.0,UN,UN,1,U,1000,0,CLAY LONG,5703858801,CLAY.LONG@SAPAGROUP.COM,,,,110040895029,,,,,,,,
60450LQDRC8495N,"LIQUID AIR CORP, CARDOX DIV",8495 N TABLER RD,MORRIS,GRUNDY,17063,IL,60450,5,1,"LIQUID AIR CORP, CARDOX DIV",8495 N TABLER RD,MORRIS,IL,,,60450,C,,,106598758,LIQUID AIR CORP,412430.0,882000.0,41.3955,88.4407,500.0,I1,UN,1,J,1000,0,FRANK SCHAUB,8159424525,,,,,110001814298,,,,,,,,
60450NTRST3727N,INTERSTATE WIRE CORP,3727 N DIVISION ST,MORRIS,GRUNDY,17063,IL,60450,5,0,INTERSTATE WIRE CORP,3727 N DIVISION ST,MORRIS,IL,,,60450,C,,,NA,NA,412335.0,882520.0,,,,,,,,,0,NEAL HOUBOLT,8159424200,,,,,110022411326,,,,,,,,
60450QNTMC8805N,EQUISTAR CHEMICALS LP,8805 NORTH TABLER RD,MORRIS,GRUNDY,17063,IL,60450,5,0,EQUISTAR CHEMICALS LP,8805 NORTH TABLER RD,MORRIS,IL,,,60450,C,,,194123154,LYONDELLBASELL FINANCE CO,412436.0,882000.0,41.3955,88.4407,500.0,I1,UN,1,J,1000,0,MEGAN BORCHERS,8159427474,MEGAN.BORCHERS@LYB.COM,,LYONDELLBASELL FINANCE CO,,110000433013,,,,,,LYONDELLBASELL INDUSTRIES N.V.,489570386,LYONDELLBASELL INDUSTRIES NV
60450RCHHL7440W,H.B. FULLER CO,7440 W DUPONT RD,MORRIS,GRUNDY,17063,IL,60450,5,0,H.B. FULLER CO,7440 W DUPONT RD,MORRIS,IL,,,60450,C,,,006159776,HB FULLER CO,411816.0,883336.0,41.301429,88.586618,150.0,A1,PG,1,J,1000,0,SCOTT WILLIAMS,8153578221,SCOTT.WILLIAMS@HBFULLER.COM,,HB FULLER CO,,110000433022,,,,,,NA,,NA
60450RCHHLCOLLI,POLYNT COMPOSITES USA INC.,6350 E COLLINS RD,MORRIS,GRUNDY,17063,IL,60450,5,0,,,,,,,,C,,,968259981,POLYNT COMPOSITES USA INC,412332.0,881810.0,41.371,88.320833,600.0,A2,PG,1,J,1000,0,SOREN JENSEN,8153185219,SOREN.JENSEN@POLYNT.COM,,POLYNT COMPOSITES USA INC,,110000747210,,,,,,NA,,NA
60450RCSMR3393N,ORICA USA MORRIS SITE,3393 N DWIGHT RD,MORRIS,GRUNDY,17063,IL,60450,5,0,ORICA USA MORRIS SITE,P.O. BOX 391,MORRIS,IL,,,60450,C,,,949299622,ORICA USA INC,412001.0,882552.0,,,,,,,,,0,MIKE R. SCHAFER,8153578711,,,,,110012704494,,,,,,,,
60450SPNGC902AR,SPONGE CUSHION INC,902 ARMSTRONG ST,MORRIS,GRUNDY,17063,IL,60450,5,0,SPONGE CUSHION INC,PO BOX 709,MORRIS,IL,,,60450,C,,,007140064,LEGGETT & PLATT INC,412157.0,882444.0,41.366389,88.413333,99999.0,UN,UN,U,U,0000,0,CARRIE EICHHORN,8159422300,CEICHHORN@SPONGE-CUSHION.COM,,LEGGETT & PLATT INC,31247,110000433031,,,,,,NA,,NA
60450TCHNC6440E,TECHNICAL PROPELLANTS,6440 E COLLINS RD,MORRIS,GRUNDY,17063,IL,60450,5,0,TECHNICAL PROPELLANTS,6440 E COLLINS RD,MORRIS,IL,,,60450,C,,,NA,NA,412323.0,881818.0,,,,,,,,,0,JOSEPH WILSON,8159422900,,,,,110044888565,,,,,,,,
60450TXPLS7700W,ORICA NITROGEN LLC,7700 W DUPONT RD,MORRIS,GRUNDY,17063,IL,60450,5,0,ORICA NITROGEN LLC,7700 W DUPONT RD,MORRIS,IL,,,60450,C,,,949299622,ORICA USA INC,411828.0,883335.0,41.3666,88.442667,600.0,A2,,1,J,1000,1,JAMES WYCOFF,8153578711,JAMES.WYCOFF@ORICA.COM,,ORICA USA INC,,110000433004,,,,,,,,
60451XWLDN114OA,OXO WELDING EQUIPMENT CO,114 OAK ST,NEW LENOX,WILL,17197,IL,60451,5,1,OXO WELDING EQUIPMENT CO.,P.O. BOX 1079,APPLETON,WI,,,54912,C,,,005146428,ILLINOIS TOOL WORKS INC,413057.0,875754.0,41.515833,87.965,99999.0,UN,UN,U,U,0000,0,KEN BROWN,4147354472,,,,,110001131267,,,,,,,,
60452DHRNC16420,ADHERON COATINGS CORP,16420 S KILBOURN AVE,OAK FOREST,COOK,17031,IL,60452,5,0,ADHERON COATINGS CORP,16420 S KILBOURN AVE,OAK FOREST,IL,,,60452,C,,,069956225,THRALL ENTERPRISES,413526.0,874312.0,41.590556,87.72,11000.0,UN,UN,1,U,1000,0,SCOTT PETERSEN,7086870010,,,,,110000433059,,,,,,,,
60455CHCGF9900I,CHICAGO FINISHED METALS INC.,9900 INDUSTRIAL DR,BRIDGEVIEW,COOK,17031,IL,60455,5,0,CHICAGO FINISHED METALS INC.,9900 INDUSTRIAL DR,BRIDGEVIEW,IL,,,60455,C,,,005070073,CHICAGO METALLIC CORP,414244.0,874811.0,41.711667,87.820833,150.0,UN,UN,1,U,1010,0,JOHN MEDIO,7085634549,MEDIOJ@CHICAGOMETALLIC.COM,,,,110000433068,,,,,,,,
60455GLDNG7700W,GOLDEN GRAIN,7700 W 71ST ST,BRIDGEVIEW,COOK,17031,IL,60455,5,0,GOLDEN GRAIN,7700 W 71ST ST,BRIDGEVIEW,IL,,,60455,C,,,118364584,PEPSICO GOLDEN HOLDINGS LLC,414545.0,874845.0,41.7626,87.8123,150.0,A1,PG,1,J,1000,0,CORTEZ VASSAR,7086253405,CORTEZ.VASSAR@PEPSICO.COM,,PEPSICO INC,,110000433077,,,,,,NA,,NA
60455GNRLF7401S,GFC-BRIDGEVIEW INC,7401 S 78TH AVE,BRIDGEVIEW,COOK,17031,IL,60455,5,1,GENERAL FOAM,100 W. CENTURY RD.,PARAMUS,NJ,,,07652-1494,C,,,942626607,GENERAL FOAM CORP,414522.0,874844.0,41.756111,87.812222,150.0,UN,UN,1,U,1010,0,RAYMOND F. JACHIM,7084968607,,,,,110000433086,,,,,,,,
60455HLTHM7400W,PELSTAR LLC,7400 W 100TH PL,BRIDGEVIEW,COOK,17031,IL,60455,5,0,PELSTAR LLC,7400 W 100TH PL,BRIDGEVIEW,IL,,,60455,C,,,NA,NA,414835.0,874815.0,41.709115,87.801969,150.0,A1,PG,1,J,1000,0,JIM WITTKE,7085989100,,,,,110001813002,,,,,,,,
60455HYDRS8407S,PLZ CORP.,8407 S 77TH AVE,BRIDGEVIEW,COOK,17031,IL,60455,5,0,PLZ CORP.,8407 S 77TH AVE,BRIDGEVIEW,IL,,,60455,C,,,006324669,PLAZE INC,414430.0,874845.0,41.741667,87.8125,600.0,UN,UN,1,U,1010,0,JOHN RUCKMAN,2174130263,JOHN.RUCKMAN@PLZCORP.COM,,PLZ CORP,,110000433095,,,,,,NA,,NA
60455MGRDR7455S,MAGRUDER COLOR CO INC,7455 S 76TH AVENUE,BRIDGEVIEW,COOK,17031,IL,60455,5,0,MAGRUDER COLOR CO INC,7455 S 76TH AVENUE,BRIDGEVIEW,IL,,,60455,C,,,011510542,MAGRUDER COLOR CO INC,414520.0,874834.0,41.755556,87.809444,150.0,UN,UN,1,U,1010,0,JOHN MACLEOD,7095852266,,,,,110001356247,,,,,,,,
60455MRMRC8904S,MOORE AMERICAN GRAPHICS INC,8904 S HARLEM AVE,BRIDGEVIEW,COOK,17031,IL,60455,5,0,MOORE AMERICAN GRAPHICS INC,8904 S HARLEM AVE,BRIDGEVIEW,IL,,,60455,C,,,NA,NA,414342.0,874758.0,41.728333,87.799444,150.0,UN,UN,1,U,1010,0,ALBERT F MOORE JR,7085992200,,,,,110001808991,,,,,,,,
60455NCLCH7351S,UNOCAL CORP,7351 S 78TH AVE,BRIDGEVIEW,COOK,17031,IL,60455,5,1,UNOCAL CORP,7351 S 78TH AVE,BRIDGEVIEW,IL,,,60455,C,,,008239497,UNOCAL CORP,414115.0,875650.0,41.757534,87.8146,150.0,A1,PG,1,J,1000,0,D. D. WILLIAMS,3122575433,,,,,110001805146,,,,,,,,
60455SGNDC7701W,SIGNODE INDUSTRIAL GROUP LLC,7701 W 71ST ST,BRIDGEVIEW,COOK,17031,IL,60455,5,0,SIGNODE INDUSTRIAL GROUP LLC,7701 W 71ST ST,BRIDGEVIEW,IL,,,60455,C,,,002282341,CROWN HOLDINGS INC,414543.0,874847.0,41.761944,87.813056,150.0,UN,UN,1,U,1010,0,SHERMAN ROBINSON,3129654527,SROBINSON@SIGNODE.COM,,CROWN HOLDINGS INC,,110000433102,,,,,,NA,,NA
60455TRMPH8687S,ELECTRIC COATING TECHNOLOGIES LLC,8687 S 77TH AVE,BRIDGEVIEW,COOK,17031,IL,60455,5,0,ELECTRIC COATING TECHNOLOGIES LLC,8687 S 77TH AVE,BRIDGEVIEW,IL,,,60455,C,,,175310916,ESMARK INC,414405.0,874837.0,41.734722,87.810278,150.0,UN,UN,1,U,1010,0,TIM LEVIN  GENERAL MANAGER,7086706384,TLEVIN@ECTLLC.COM,,,,110000433111,,,,,,,,
60455VNNRM9615S,VAN NORMAN MOLDING CO,9615 S 76TH AVE,BRIDGEVIEW,COOK,17031,IL,60455,5,0,VAN NORMAN MOLDING CO,9615 S 76TH AVE,BRIDGEVIEW,IL,,,60455,C,,,,NA,414300.0,874828.0,41.713889,87.808333,150.0,UN,UN,1,U,1010,0,ROBERT A. ANDRE,7084304343,BOBANDRE@VANNORMANMOLDING.COM,,NA,,110000433120,,,,,,NA,,NA
60455VXPCK8100S,IVEX PACKAGING CORP,8100 S 77TH AVE,BRIDGEVIEW,COOK,17031,IL,60455,5,0,IVEX PACKAGING CORP,8100 S 77TH AVE,BRIDGEVIEW,IL,,,60455,C,,,NA,NA,414505.0,874842.0,,,,,,,,,0,,,,,,,110028019695,,,,,,,,
6045WCSTCM732LI,COSTCO MORRIS MEAT PLANT #1239,7320 LISBON RD,MORRIS,GRUNDY,17063,IL,60450,5,0,COSTCO MORRIS MEAT PLANT #1239,7320 LISBON RD,MORRIS,IL,,,60450,C,,,103391843,COSTCO WHOLESALE INC,,,,,,,,,,,0,KATIE HOLCK,8156617028,D01239MGR@COSTCO.COM,,COSTCO WHOLESALE INC,221,110070244751,,,,,,NA,,NA
6045WNRTHF34EAS,OLDCASTLE APG - MORRIS,3400 EAST BUNGALOW ROAD,MORRIS,GRUNDY,17063,IL,60450,5,0,OLDCASTLE APG - MORRIS,3400 EAST BUNGALOW ROAD,MORRIS,IL,,,60450,C,,,037176591,CRH AMERICAS INC,,,,,,,,,,,0,JAY BATTENBERG,6123661620,JAY.BATTENBERG@OLDCASTLE.COM,,CRH AMERICAS INC,,110042427601,,,,,,CRH PLC,219509155,CRH PUBLIC LTD CO
6045WRLDYN977S7,RELADYNE,9707 S. 76TH AVENUE,BRIDGEVIEW,COOK,17031,IL,60455,5,1,RELADYNE,9707 S. 76TH AVENUE,BRIDGEVIEW,IL,,,60455,C,,,968555396,RELADYNE LLC,,,,,,,,,,,0,DARCY KETNER,8122407342,DARCY.KETNER@RELADYNE.COM,,RELADYNE LLC,,110060258714,,,,,,,,
6045WTRSTT1362B,TRI STATE ASPHALT LLC,1362 BUNGALOW RD,MORRIS,GRUNDY,17063,IL,60450,5,0,TRI STATE ASPHALT LLC,1362 BUNGALOW RD,MORRIS,IL,,,60450,C,,,006420160,HERITAGE GROUP,,,,,,,,,,,0,COURTNEY WISSEL,3174070194,CWISSEL@ASPHALT-MATERIALS.COM,,HERITAGE GROUP,,110001377625,,,,,,NA,,NA
6045WVCNPR761W7,VCNA PRAIRIE LLC - YARD 1001,7601 W. 79TH STREET,BRIDGEVIEW,COOK,17031,IL,60455,5,0,VCNA PRAIRIE LLC - YARD 1001,7601 W 79TH ST,BRIDGEVIEW,IL,,,60455,C,,,025697343,VCNA PRAIRIE LLC,,,,,,,,,,,0,"CHRIS RAPP, GENERAL MANAGER",7084580400,CHRIS.RAPP@VCIMENTOS.COM,,VCNA PRAIRIE LLC,,110001286536,,,,,,VOTORANTIM CIMENTOS N.A.,NA,VOTORANTIM CIMENTOS NA
6045WWLLBR158LA,WILLE BROTHERS OAK FOREST,15800 LAMON AVE,OAK FOREST,COOK,17031,IL,60452,5,0,WILLE BROTHERS OAK FOREST,15800 LAMON AVE,OAK FOREST,IL,,,60452,C,,,NA,WILLE BROTHERS CO,,,,,,,,,,,0,STEVE LINDLEY,7085354101,STEVELINDLEY@WILLEBROTHERS.COM,,WILLE BROTHERS CO,,110060260300,,,,,,,,
6045WXSBLL6155E,AUX SABLE LIQUID PRODUCTS INC,6155 E US ROUTE 6,MORRIS,GRUNDY,17063,IL,60450,5,0,AUX SABLE LIQUID PRODUCTS INC,6155 E US ROUTE 6,MORRIS,IL,,,60450,C,,,,NA,,,,,,,,,,,0,SCOTT SEIBERT,8159418918,SCOTT.SEIBERT@AUXSABLE.COM,,PEMBINA PIPELINE CORP,,110056954096,,,,,,PEMBINA PIPELINE CORP,247018146,PEMBINA PIPELINE CORP
60462NDRWC10500,ANDREW CORP,10500 W 153RD ST,ORLAND PARK,COOK,17031,IL,60462,5,0,ANDREW CORP,2700 ELLIS RD,JOLIET,IL,,,60433,C,,,NA,NA,413643.0,875230.0,41.612778,87.873333,150.0,UN,UN,1,U,1010,0,JOHN GALVAN,7794357200,JOHN.GALVAN@ANDREW.COM,,,,110000433139,,,,,,,,
60462PNDTN15W16,PANDUIT NETWORK SYSTEMS DIV,10500 W 167TH ST,ORLAND PARK,COOK,17031,IL,60462,5,0,PANDUIT NETWORK SYSTEMS DIV,10500 W 167TH ST,ORLAND PARK,IL,,,60462,C,,,NA,NA,413517.0,875228.0,,,,,,,,,0,W.E. MAHER,7085321800,,,,,110001356906,,,,,,,,
60466FDRLS2645F,FEDERAL SIGNAL CORP  SIGNAL DIV,2645 FEDERAL SIGNAL DR,UNIVERSITY PARK,WILL,17197,IL,60466,5,0,FEDERAL SIGNAL CORP  SIGNAL DIV,2645 FEDERAL SIGNAL DR,UNIVERSITY PARK,IL,,,60466,C,,,045256666,FEDERAL SIGNAL CORP,874500.0,412700.0,41.45,87.75,150.0,UN,UN,1,U,1010,0,JOSEPH WRIGHT,7085343400,,,,,110000433148,,,,,,,,
60466HYDRT2545B,HYDRITE CHEMICAL CO,2545 BOND ST,UNIVERSITY PARK,WILL,17197,IL,60466,5,0,HYDRITE CHEMICAL CO,300 N PATRICK BLVD,BROOKFIELD,WI,,,53045,C,,,006435887,HYDRITE CHEMICAL CO,412608.0,874503.0,,,,,,,,,0,Jen Misiewicz,2627921450,jen.misiewicz@hydrite.com,,HYDRITE CHEMICAL CO,,110000552330,,,,,,,,
60466LCLBS2545P,ELCO LABORATORIES INC,2545 PALMER AVE,UNIVERSITY PARK,WILL,17197,IL,604663178,5,0,ELCO LABORATORIES INC,2545 PALMER AVE,UNIVERSITY PARK,IL,,,60466-3178,C,,,NA,NA,412554.0,874337.0,41.431667,87.726944,99999.0,UN,UN,U,U,0000,0,WILLIAM ELLIOTT,7085343000,,,,,110000433166,,,,,,,,
60466MCNTY1000G,VERDANT SPECIALTY SOLUTIONS US LLC,24601 GOVERNORS HWY,UNIVERSITY PARK,WILL,17197,IL,60484,5,0,VERDANT SPECIALTY SOLUTIONS US LLC,24601 GOVERNORS HWY,UNIVERSITY PARK,IL,,,60484,C,,,118145665,ODYSSEY GLOBAL HOLDING CORP,412710.0,874350.0,41.452778,87.730556,150.0,UN,UN,1,U,1010,0,MATTHEW BRULEY,7082357244,MATTHEW.BRULEY@VERDANTSPECIALTY.COM,,ODYSSEY GLOBAL HOLDING CORP,,110000433175,,,,,,NA,,NA
60466SSNDS8CENT,OASIS INDUSTRIES INC,800 CENTRAL AVE,UNIVERSITY PARK,WILL,17197,IL,60466,5,0,OASIS INDUSTRIES INC,1600 MOUNTAIN ST,AURORA,IL,,,60505,C,,,NA,NAPCOR CORP,,,,,,,,,,,0,WILLIAM H. JAHNKE,6308983500,,,,,110001286279,,,,,,,,
60466THNTR2600B,TAKASAGO INTERNATIONAL CORP,2600 BOND ST,UNIVERSITY PARK,WILL,17197,IL,60466,5,1,TAKASAGO INTERNATIONAL CORP,2600 BOND ST,UNIVERSITY PARK,IL,,,60466,C,,,043614601,TAKASAGO INTERNATIONAL CORP (USA),412626.0,874545.0,41.434167,87.751111,150.0,UN,UN,1,U,1010,0,KEVIN J. RENSKERS,2017679001,,,,,110015911138,,,,,,,,
60466TNNRC1149C,PACTIV CORP HEXACOMB,1149 & 1175 CENTRAL AVE,UNIVERSITY PARK,WILL,17197,IL,60466,5,0,PACTIV CORP HEXACOMB,1149 & 1175 CENTRAL AVE,UNIVERSITY PARK,IL,,,60466,C,,,005211768,PACTIV CORP,452500.0,874445.0,,,,,,,,,0,LISA FOSS,8474822304,,,,,110001503141,,,,,,,,
60468BNNTT515NF,CLEVELAND STEEL CONTAINER-PE OTONE FACILITY,117 E LINCOLN ST,PEOTONE,WILL,17197,IL,60468,5,0,CLEVELAND STEEL CONTAINER-PE OTONE FACILITY,117 E LINCOLN ST,PEOTONE,IL,,,60468,C,,,004525499,CLEVELAND STEEL CONTAINER CORP,412100.0,874730.0,41.35,87.791667,150.0,UN,UN,1,U,1010,0,BRIAN DICK,7088292637,BDICK@CSCPAILS.COM,,CLEVELAND STEEL CONTAINER CORP,,110000433184,,,,,,NA,,NA
6046WCNTNN24WES,AGRATI PARK FOREST  LLC,24000 WESTERN AVE,PARK FOREST,WILL,17197,IL,60466,5,0,AGRATI PARK FOREST  LLC,24000 WESTERN AVE,PARK FOREST,IL,,,60466,C,,,080239273,AGRATI USA CORP,,,,,,,,,,,0,KENNETH LINDAHL,7088218872,KENNETH.LINDAHL@AGRATI.COM,,AGRATI USA CORP,,110005830681,,,,,,NA,,NA
60471GKNSN22501,GKN SINTER METALS,22501 BOHLMANN PKY,RICHTON PARK,COOK,17031,IL,60471,5,0,GKN SINTER METALS,22501 BOHLMANN PKY,RICHTON PARK,IL,,,60471,C,,,NA,NA,413919.0,873817.0,,,,,,,,,0,SYD WILLITT,7087202240,,,,,110000433193,,,,,,,,
60473BLLPC300WE,BELL FIBRE PRODUCTS,300 W 170TH ST,SOUTH HOLLAND,COOK,17031,IL,60473,5,0,BELL FIBRE PRODUCTS,300 W 170TH ST,SOUTH HOLLAND,IL,,,60473,C,,,006412035,BELL PACKAGING CORP,413600.0,873800.0,41.6,87.633333,11000.0,UN,UN,1,U,1000,0,BONNIE ZALEWA,7082102780,,,,,110018101114,,,,,,,,
60473CCRTC15530,ACCURATE COATINGS & DISPERSIONS INC PLANT 2,15530 S LASALLE ST,SOUTH HOLLAND,COOK,17031,IL,60473,5,0,ACCURATE COATINGS & DISPERSIONS INC PLANT 2,192 W 155TH ST,SOUTH HOLLAND,IL,,,60473,C,,,NA,NA,413652.0,873716.0,41.614444,87.621111,99999.0,UN,UN,U,U,0000,0,JAMES L VALUKAS,7083331337,,,,,110012675051,,,,,,,,
60473CRLBD50WTA,CARL BUDDIG & COMPANY,50 WEST TAFT DR,SOUTH HOLLAND,COOK,17031,IL,60473,5,0,CARL BUDDIG & COMPANY,50 WEST TAFT DR,SOUTH HOLLAND,IL,,,60473,C,,,NA,NA,413500.0,873600.0,41.583333,87.6,150.0,UN,UN,1,U,1010,0,DAN WYNN,7087980900,,,,,110000433200,,,,,,,,
60473GBRLT114E1,GIBRALTAR CHEMICAL WORKS INC,114 E 168TH ST,SOUTH HOLLAND,COOK,17031,IL,60473,5,0,GIBRALTAR CHEMICAL WORKS INC,114 E 168TH ST,SOUTH HOLLAND,IL,,,60473,C,,,,NA,413524.0,873651.0,,,,,,,,,0,REBECCA MASON,7083330600,RMASON@GIBRALTARCHEMICAL.COM,,GIBRALTAR CHEMICAL WORKS INC,0,110000433219,,,,,,NA,,NA
60473GRTLR15475,GURTLER INDUSTRIES INC,15475 S LASALLE ST,SOUTH HOLLAND,COOK,17031,IL,60473,5,0,GURTLER INDUSTRIES INC,15475 S LASALLE ST,SOUTH HOLLAND,IL,,,60473,C,,,,NA,413742.0,873554.0,41.6149,87.6212,150.0,A1,PG,1,J,1000,0,STEVEN J TINKER,7083312550,SJTINKER@GURTLER.COM,,NA,,110001819701,,,,,,,,
60473JLPRS16750,DESOTO INC,16750 SOUTH VINCENNES RD,SOUTH HOLLAND,COOK,17031,IL,60473,5,0,DESOTO INC,900 EAST WASHINGTON ST,JOLIET,IL,,,60434,C,,,NA,NA,413507.0,873714.0,41.585278,87.620556,11000.0,UN,UN,1,U,1000,0,ANNE E EISELE,8157274931,,,,,110001291940,,,,,,,,
